3-Letter ID,Call Sign,Country
IRZ,SAHA,Iran
ISA,ISLAND,United States
ISC,AIR SERVICE,Venezuela
ISH,ISLAND HOP,United States
ISI,ISLANDMEX,Mexico
ISL,EASTLAND,Iceland
ISM,STORK,Russia
ISP,ESPADANA,Iran
ISR,ISRAIR,Israel
ISS,AIR ITALY,Italy
ISU,INDY STATE,United States
ISW,PINTADERA,Spain
ITA,CAFEX,United States
ITE,AEROTAXI,Czech Republic
ITF,AIR AVITA,Angola
ITH,INTRANS NIGERIA,Nigeria
ITI,INTAIRLINE,France
ITK,INTERLINK,South Africa
ITL,ITALFLY,Italy
ITM,ISLAND TYME,United States
ITN,TITANLUX,Spain
ITR,FLYINTIRA,Thailand
ITS,INTER-STATE,United States
ITY,ITARROW,Italy
IVA,AEROBOLIVAR,Venezuela
IWD,IBERWORLD,Spain
IWL,ISLAND WINGS,Bahamas
IWY,ISLANDWAYS,United Kingdom
IXR,X-BIRD,France
IYC,AERO THEBE,Mexico
IYE,YEMENI,Yemen
IZA,IZHAVIA,Russia
IZG,ZAGROS,Iran
IZM,IZMIR,Turkey
JAA,JET ASIA,Thailand
JAB,AIR BAGAN,Myanmar
JAC,COMMUTER,Japan
JAE,JADE CARGO,China
JAF,BEAUTY,Belgium
JAG,TULPAR,Kazakhstan
JAI,JET AIRWAYS,India
JAL,JAPANAIR,Japan
JAM,SUNTRACK,Kenya
JAN,JANES,United Kingdom
JAP,RED SMART,Peru
JAR,AIRLINK,Austria
JAS,JET SETTER,United States
JAT,ROCKSMART,Chile
JAV,JORDAN AVIATION,Jordan
JAW,JASMINE,Tunisia
JAX,JANAIR,United States
JAY,AFRICA ALLIANCE,Gambia
JBA,HELIJET,Canada
JBC,JETBEE,Czech Republic
JBD,MAGENTA JET,Germany
JBE,SINO BEIJING,China
JBU,JETBLUE,United States
JBW,AIRJUB,Kenya
JCA,SPARTAN,Netherlands
JCB,JAYSEEBEE,United Kingdom
JCC,CAMBO,Cambodia
JCH,TRADING CARGO,Mauritania
JCL,JETCALL,Germany
JCM,SECUREAIR,United States
JCN,LEAP JET,China
JCO,CONCIERGE,United Kingdom
JCT,JET CHARTER,United States
JCY,JET CITY,United States
JDA,JAY DEE,United Kingdom
JDC,JOHN DEERE,United States
JDE,AIRGO,Indonesia
JDI,JEDI,Poland
JDL,JINGDONG,China
JDS,DOCTOR BIRD,United States
JEA,JETA,Poland
JEC,JETROCK,Colombia
JEE,AMBJEK AIR,Nigeria
JEF,JETFLITE,Finland
JEI,JET EXECUTIVE,Germany
JEP,JET PERSONALES,Spain
JES,SMARTBIRD,Argentina
JET,TRADEWIND,Sweden
JFA,MOSQUITO,Luxembourg
JFE,JAMAICA CARGO,Jamaica
JFL,BLUE DANUBE,Austria
JFS,SERVIJET,Mexico
JFU,CRICKET,United Kingdom
JFV,CAPITAL,South Africa
JFY,YEOMAN,United Kingdom
JGB,JETGLOBAL,Venezuela
JGJ,GLOBAL JINGGONG,China
JGO,JETGO,Australia
JHJ,CAMO,United States
JHK,SHENGLI,China
JHN,AIR JOHNSON,United States
JIA,BLUE STREAK,United States
JIG,SAHIH,Nigeria
JIM,SARK,United Kingdom
JIS,JUPAIR,Nigeria
JIT,JET IT,United States
JIV,JIV AIR,Sweden
JJA,JEJU AIR,South Korea
JJM,GEODATA,Spain
JJP,ORANGE LINER,Japan
JKA,JACKET,United States
JKH,JETKONTOR,Germany
JKK,SPANAIR,Spain
JKN,JUNKANOO AIR,Bahamas
JKR,JOKER,United States
JKT,KAITAK,China
JKY,JOCKEY,United Kingdom
JLA,AERO JOE,Mexico
JLB,JHONLIN,Indonesia
JLC,ANGELIC,United States
JLF,JETLYFT,United States
JLG,LOGISTICS,United States
JLH,CESA,Mexico
JLJ,HIGHBORN,United States
JLL,LITE JET,India
JLM,ATLANTIC GAMBIA,Gambia
JLN,JETLINE,Malta
JLX,KEN JET,Kenya
JMA,CHUI,Kenya
JMC,JAYEMMSEE,United Kingdom
JME,JETMAN,Portugal
JMG,TRE TORRE,San Marino
JMH,MEX JET,Mexico
JMK,JET MAGIC,Malta
JML,MALTA JET,Malta
JMM,JOICOMAIR,Sudan
JMP,JUMP RUN,Germany
JMR,LAHWINGS,Chile
JMS,SKY AVIATION,Senegal
JMX,JAMAICA EXPRESS,Jamaica
JNA,JIN AIR,South Korea
JNH,JONAH,United States
JNJ,JOIN JET,Denmark
JNK,JONIKA,Ukraine
JNL,JETNETHERLANDS,Netherlands
JNS,AFRICAN QUEEN,Nigeria
JNV,JETNOVA,Spain
JNX,NEXA,United States
JNY,ROCK BAND,United States
JOB,JOBENI,Mexico
JOE,JET-EUROPE,Bulgaria
JON,JOON,France
JOY,JOY AIR,China
JPA,J-PAT,United States
JPB,PALMBEACH JET,United States
JPJ,JUPITERJET,Kazakhstan
JPL,SEQUOIA,United States
JPM,PREMIER JETS,Mexico
JPN,JETPLAN,United Kingdom
JPO,JETPRO,Mexico
JPR,JUMPER,United States
JPS,JETPLUS,New Zealand
JPT,PRIMETIME,United States
JPV,JETPOOL,Austria
JRC,JETAIR,Netherlands
JRE,JET SHARE,United States
JRH,BLUETIP,Zimbabwe
JRT,JETRIGHT,United States
JRY,JET READY,Spain
JSA,JETSTAR ASIA,Singapore
JSC,CONGO RIVER,Congo
JSF,BORA,Slovenia
JSG,BOOMAIR,Hungary
JSH,STREAM AIR,Hungary
JSI,SISTEMA,Russia
JSJ,JS CHARTER,Pakistan
JSL,SELECTJET,United States
JSM,LIPERI,Finland
JSN,JETSUN,Canada
JSP,SPOOLER,United States
JST,JETSTAR,Australia
JSU,SU JET,China
JSW,JIGSAW,United Kingdom
JSX,BIGSTRIPE,United States
JSY,JUNG SKY,Croatia
JTA,JAI OCEAN,Japan
JTC,JETICA,Russia
JTD,JET TIME,Denmark
JTE,JETEX,Australia
JTH,HOUSE,Malta
JTI,JETCLIPPER,Germany
JTK,JET SKY,Bulgaria
JTL,JET LINX,United States
JTM,JET COAST,United States
JTN,JET TEST,United States
JTR,JESTER,United Kingdom
JTS,JETSERVICE,Germany
JTT,MOSCOW JET,Russia
JTU,ZHETYSU,Kazakhstan
JTY,JETOLOGY,Austria
JTZ,STEEL JET,United States
JUA,JUPITER GAMBIA,Gambia
JUB,JUBBA,Somalia
JUC,JUBA CARGO,Sudan
JUP,JUMP AIR,Lithuania
JUS,JET USA,United States
JVE,HURON,Canada
JVW,JETVIEW,Austria
JWD,WIJAYA AIR,Indonesia
JWX,JETWAYS,Kenya
JXA,JET ACCESS,United States
JXT,VANNIN,United Kingdom
JXX,COCONUT,China
JYA,SUNBIZ,United States
JYH,TRANS JADE,China
JYP,CORP-FLIGHT,Mexico
JYR,TAECA,Panama
JZA,JAZZ,Canada
JZR,JAZEERA,Kuwait
KAA,AVIJET,South Korea
KAB,AIR POHANG,South Korea
KAC,KUWAITI,Kuwait
KAD,RAPID AIR,United States
KAE,KANGALA,Burkina Faso
KAG,AVIATION COLLEGE,South Korea
KAI,KAISER,United States
KAJ,KARTHAGO,Tunisia
KAL,KOREANAIR,South Korea
KAM,SUNKAR,Kazakhstan
KAN,KANSAS,United States
KAP,CAIR,United States
KAR,IKAR,Russia
KAS,PEGAS,Kyrgyzstan
KAT,AEROTAK,Nigeria
KAV,ARMHELI,Armenia
KAY,KAYAK,Germany
KAZ,KAZLUX,Kazakhstan
KBA,BOREK AIR,Canada
KBD,JET KEY,France
KBJ,KARNAVATI,India
KBL,KABUL AIR,Afghanistan
KBN,KABIN,Thailand
KBR,KORAL BLUE,Egypt
KBV,SWECOAST,Sweden
KBX,SKYBEX,Poland
KBZ,JADE AIR,Myanmar
KCE,KACEY,Canada
KCH,CAM AIR,Cambodia
KCR,KOLOB,United States
KCU,KOCOGLU,Turkey
KDA,KEUK DONG DAE,South Korea
KDR,DARLINES,Uganda
KDS,KALEO,United States
KEA,KOREA EXPRESS,South Korea
KEJ,KAZAIRJET,Kazakhstan
KEM,CEMAIR,South Africa
KEN,KENMORE,United States
KER,KERMAS,Malta
KES,KARIBEES,France
KEW,BLIZZARD,Canada
KEY,KEY AIR,United States
KFA,FLIGHTCRAFT,Canada
KFB,MISSION,United States
KFC,KREMENCHUK,Ukraine
KFE,MORITO,Malta
KFK,KRIFKA AIR,Austria
KFR,KINGFISHER,India
KFS,KALITTA,United States
KGA,WESTERN REGION,China
KGB,SAPSAN,Kyrgyzstan
KGC,SALAM AIR,Kyrgyzstan
KGF,BLUE SHARKS,Cape Verde
KGK,KYRGYZ SKY,Kyrgyzstan
KGL,KOGALYM,Russia
KGN,MANAS BIRD,Kyrgyzstan
KGS,BERKUT,Kyrgyzstan
KGT,KNIGHT-LINER,Nigeria
KGZ,SKY FRU,Kyrgyzstan
KHA,AIR KITTYHAWK,United States
KHF,KHABAROVSK,Russia
KHI,AIR KARACHI,Pakistan
KHP,PHOTROS AIR,Iran
KHR,KHAZAR,Turkmenistan
KHS,KAREN HELI,Switzerland
KHT,KHATLON,Tajikistan
KHV,CAMBODIA AIR,Cambodia
KHY,KHYBER,Afghanistan
KIC,KING COBRA,Mexico
KIE,TWEETY,Germany
KII,DRAGSTER,United States
KIN,KINLOSS,United Kingdom
KIP,KINNARPS,Sweden
KIS,KISH AIR,Iran
KIW,KIWI,New Zealand
KJD,ALGERIAN AIRFORCE,Algeria
KJE,KAPAJET,Greece
KJT,SHANGHAI KINGJET,China
KKA,AVILA,Venezuela
KKK,ATLASJET,Turkey
KLA,SKYLIGHT AIR,South Africa
KLC,CITY,Netherlands
KLD,AIR KLAIPEDA,Lithuania
KLJ,CLASS LINE,Lithuania
KLM,KLM,Netherlands
KLR,KAY-LER,United States
KLX,KELIX,Nigeria
KLZ,AEROKALUZ,Mexico
KMA,KOMI AVIA,Russia
KME,GIANT IBIS,Cambodia
KMF,KAMGAR,Afghanistan
KMI,KAY-MILE AIR,Thailand
KMK,KAMAKA,United States
KMM,SKY KNIGHT,Malta
KMW,KOSTROMA,Russia
KMZ,COMORES AVIATION,Comoros
KNA,KUNMING AIR,China
KND,KANNITHI AIR,Thailand
KNE,FLYNAS,Saudi Arabia
KNM,KINGDOM,United Kingdom
KNT,KINETIC,Canada
KNW,REDOUBT,United States
KNY,KENLEY,United Kingdom
KNZ,KINZE,United States
KOA,KOANDA,Spain
KOC,SETAIR,Turkey
KOK,KOKO,United States
KOM,BLACKEAGLE,Spain
KON,AIR CONNECT,Romania
KOR,AIR KORYO,North Korea
KOW,RODEO,United States
KPA,KUN PENG,China
KPO,KRYPTO,United States
KPR,SKIPPER,Namibia
KPT,BALADO,United Kingdom
KQA,KENYA,Kenya
KRC,KIWI RESCUE,New Zealand
KRE,AEROSUCRE,Colombia
KRF,KITTYHAWK,United Kingdom
KRH,SPARROWHAWK,United Kingdom
KRO,KROONK,Ukraine
KRP,CARPATAIR,Romania
KRS,ATLAS,Russia
KRT,KIRKNEWTON,United Kingdom
KRU,KARUN,Iran
KSA,SKY CAMEL,Latvia
KSF,KENT,United States
KSH,KING KUSH,Uganda
KSI,KISSARI,Angola
KSM,KOSMOS,Russia
KSP,SAEP,Colombia
KST,KING STAR,Germany
KSU,K-STATE,United States
KSV,KOSFLIGHT,(None)
KTA,CITY LINK,Pakistan
KTB,TRANSBALTIKA,Lithuania
KTC,RED NAGA,Cambodia
KTL,KNOTTSBERRY,South Africa
KTO,KRATOS,Mexico
KTU,TRANSPORT UNI,South Korea
KTV,KATAVIA,Sudan
KUA,TRANSPORTES KAUA,Mexico
KUD,AIR KUDOS,United Kingdom
KUG,KUWAITI GOV,Kuwait
KUH,KUSH AVIATION,Sudan
KUK,KUDLIK,Canada
KUR,KAY-AVIATION,Indonesia
KUS,KUSWAG,South Africa
KVA,CATATUMBO,Venezuela
KVN,KOREA AVIATION,South Korea
KVT,ALL AFRICA,South Africa
KWN,KWENA,South Africa
KWX,KAY DUB,United States
KXA,FINDER AIR,China
KXP,XPRESS KARGO,Malaysia
KYC,SKYBIRD CHARTER,Nigeria
KYD,SKYAD,South Africa
KYE,SKY CUBE,United States
KYR,SKY AERONAUTICAL,Mexico
KYY,KAMOZ,Mozambique
KZH,ULUTAU,Kazakhstan
KZN,KAZANAIR,Russia
KZR,ASTANALINE,Kazakhstan
KZU,UNIVERSAL CARGO,Turkey
KZW,KHALIFA AIR,Algeria
LAA,LIBAIR,Libya
LAB,LAB,United States
LAC,LOCKHEED,United States
LAD,LADCO-AIR,United States
LAE,LANCO,Colombia
LAF,LATVIAN AIRFORCE,Latvia
LAG,AVILEG,Gambia
LAI,LINK ASIA,Indonesia
LAJ,SKYLA AIR,Nigeria
LAL,LEGEND AIRLINES,Romania
LAM,MOZAMBIQUE,Mozambique
LAN,LAN CHILE,Chile
LAO,LAO,Laos
LAP,PARAGUAYA,Paraguay
LAQ,LAT,Lebanon
LAR,LAWRENCE,United States
LAS,LIONS HELICOPTER,Switzerland
LAT,LEBANESE AIR,Lebanon
LAU,SURAMERICANO,Colombia
LAV,ALBASTAR,Spain
LAY,LAYANG,Malaysia
LAZ,LIZAIR,Burkina Faso
LBA,LOBAYE,Central African Republic
LBB,LIBYAN BLUE BIRD,Libya
LBD,LIGHTBIRD,Norway
LBF,LIBYAN AIRFORCE,Libya
LBO,ALLIBO FREIGHT,Libya
LBQ,LABQUEST,United States
LBR,NORTHLIGHT,Canada
LBT,NOUVELAIR,Tunisia
LCA,LECONTE,United States
LCB,BUSRE,Peru
LCC,LANCAIR,United States
LCH,LYNCH AIR,United States
LCM,LINEAS COMERCIALES,Mexico
LCN,CANEDO,Bolivia
LCO,LAN CARGO,Chile
LCS,LEUCHARS,United Kingdom
LCT,CONEXION LINK,Mexico
LCV,CABO CAT,Cape Verde
LCY,LONDON CITY,United Kingdom
LDA,BEAUFORT,Malta
LDG,EDGE,United Kingdom
LDM,LAUDA MOTION,Austria
LDN,ALDONAS AIR,Nigeria
LDR,AEROLIDER,Mexico
LDS,LINSUR,Argentina
LDX,LAUDA RUSH,Austria
LEA,LEADAIR,France
LEB,LEBAP,Turkmenistan
LEC,LECA,Central African Republic
LED,SWEEPER,Norway
LEE,JAVELIN,United Kingdom
LEG,LEGACY,United States
LEJ,REGULATOR,Germany
LEL,LEONAVIA,Spain
LEM,LEMPIRAS,Honduras
LEN,LENTINI,United States
LEO,SUN-OLE,Spain
LEP,LECOSTA,India
LER,LASER,Venezuela
LET,MEXALE,Mexico
LEU,LIONSAIR,Switzerland
LEX,LEXAIR,United States
LFA,BUCKY,United States
LFE,LIFE AIR,Brazil
LFG,LETS JETT,United States
LFI,AEROMED,South Africa
LFL,LIFE FLIGHT,Zimbabwe
LFO,LUFO,Germany
LFR,LANFREIGHT,Sao Tome and Principe
LGA,LOGAIR,Malaysia
LGC,LEGACY AIR,Thailand
LGF,LEGACY FREIGHT,United States
LGI,ELL-GEE AIR,South Korea
LGL,LUXAIR,Luxembourg
LGN,AEROLAGUNA,Mexico
LGT,LONGTAIL,United Kingdom
LGU,LAGUNA,Mexico
LHA,AIR CANTON,China
LHB,FAMILY,Germany
LHC,LONDON EYE,United Kingdom
LHE,LION HELI,Czech Republic
LHG,AIR LEADER,China
LHK,LAHAK,Israel
LHN,LONGHORN,United States
LHT,LUFTHANSA TECHNIK,Germany
LHX,CITYAIR,Germany
LIA,LIAT,Antigua and Barbuda
LIB,LIBELLE,Germany
LIC,ASIASLINE,Tajikistan
LID,ALIDA,Italy
LIE,AL-DAWOOD AIR,Nigeria
LIF,LIFECARE,United States
LIL,LILIES,Romania
LIN,AEROLIMOUSINE,Russia
LIO,LIONEL,Peru
LIP,LIPIZAN,Slovenia
LIR,LISLINE,Belarus
LIT,LEONE,Italy
LIX,RAPIDLINX,Slovenia
LIZ,LIZLINES,Togo
LJB,AL JABER,United Arab Emirates
LJC,LITTLE JET,United Kingdom
LJM,COOL RUNNINGS,Jamaica
LJT,LIFEJET,Spain
LJY,ELJAY,United States
LKA,LUKE AIR,Malta
LKE,LUCKY AIR,China
LKF,LAKEFRONT,United States
LKH,SKYPLANET,Cambodia
LKN,NAMAIR,Indonesia
LKS,AIRLIN,Spain
LLB,LLOYDAEREO,Bolivia
LLC,SMALL PLANET,Lithuania
LLD,AVIA LLOYD,Venezuela
LLE,CONVALLES,Venezuela
LLJ,MAYBOUNE JET,China
LLK,AIR LIFE,Greece
LLL,LAVIE,Laos
LLM,YAMAL,Russia
LLN,ALLEN,United States
LLP,SKYPOL,Poland
LLR,ALLIED,India
LLS,SERVIESTRELLA,Mexico
LLT,CLASSIC JET,Lithuania
LLY,LETSY,Spain
LMA,AEROLIMA,Mexico
LMD,LAMIA,Venezuela
LME,LIMAIR EXPRESS,Mauritania
LMG,SOUTH AFRICAN,South Africa
LMJ,MASTERJET,Portugal
LMK,LANDMARK,United Kingdom
LMP,SAISA,Mexico
LMR,LAMAIR,Sudan
LMS,LOMAS,United Kingdom
LMU,ALMASRIA,Egypt
LMX,AEROASESA,Mexico
LNA,ELNAIR,Spain
LND,WILD LANDS,United States
LNE,AEROLANE,Ecuador
LNG,LIGHTNING,United States
LNI,LION INTER,Indonesia
LNK,LINK,South Africa
LNM,AIR RING,China
LNQ,FASTLINK,United Kingdom
LNX,LONEX,United Kingdom
LOA,LEOAIR TRAINER,South Africa
LOC,LOCAIR,United States
LOD,MIRACULIX,Austria
LOF,WATERSKI,United States
LOG,LOGAN,United Kingdom
LOJ,LOJY AIR,Egypt
LOK,ALOK AIR,Sudan
LOL,EASY CHARTER,Georgia
LON,MISR,Egypt
LOP,LINTON,United Kingdom
LOR,LEO CHARTER,South Africa
LOS,LOSSIE,United Kingdom
LOT,LOT,Poland
LOX,LOX JET,United States
LPA,LEAP,Sweden
LPC,NETSTAR,South Africa
LPD,LEOPARD,United Kingdom
LPE,LANPERU,Peru
LPL,LEASE-A-PLANE,United States
LPR,RATOVNIK,Poland
LRB,LADY RACINE,Czech Republic
LRC,LACSA,Costa Rica
LRD,LAREDO AIR,United States
LRG,SOLAER LAGUNA,Mexico
LRK,SKYLARK,Nigeria
LRQ,LUX RESCUE,Luxembourg
LRR,LORRAINE,France
LRT,LIBERTY JET,United States
LRW,AL RIDA,Mauritania
LSA,LEADER SERVICE,Italy
LSC,CEDROS,Chile
LSG,SKY LACHIN,Tajikistan
LSI,POSEIDON,Italy
LSJ,LIAISON,Canada
LSK,SKYLIGHT,Russia
LSL,LEE AIR,Bahamas
LSM,TITAN,San Marino
LSN,SERVI NAL,Mexico
LSO,STARCOM,United States
LSP,AIR TONY,United Kingdom
LST,LESORTEC,Mexico
LSV,SLOVENIAN AIRFORCE,Slovenia
LSX,ATLAS EXEC,Spain
LSY,LEBANON SKY,Lebanon
LTA,LIFT,United States
LTC,CHARTER JETS,Lithuania
LTD,LIGHTSPEED,United States
LTE,FUN JET,Spain
LTF,LETS FLY,Czech Republic
LTG,TAMCARGO,Brazil
LTR,LUFT TRANSPORT,Norway
LTS,SPECAIR,Russia
LTU,GERMANAIR,Germany
LTZ,LAMINAR,South Africa
LUA,LUMINAIR,Germany
LUC,ALBINATI,Switzerland
LUK,LUKOIL,Russia
LUT,LUGO,South Africa
LUV,INDY,Thailand
LUX,BABYLON,San Marino
LVA,AKAAL,United States
LVB,SILVERBIRD,Nigeria
LVL,DALI,Spain
LVS,SIGNIA,Mexico
LVT,ELEVATE,United States
LVU,LEVU CARGO,Brazil
LVW,LONGVIEW,Canada
LWA,LIBYAN WINGS,Libya
LWC,TRANSACA,Mexico
LWG,LUXWING,Malta
LWI,LUMI,Greece
LWL,CUB DRIVER,Portugal
LXA,RED LION,Luxembourg
LXC,LUXVAN,Luxembourg
LXE,SUNWAVE,Austria
LXF,LYNX FLIGHT,United States
LXG,LUX AVIATION,Germany
LXJ,FLEXJET,United States
LXM,LUQA,Malta
LXP,LANEX,Chile
LXR,SKY LUXURY,Malta
LXS,LYNX SERVICIOS,Mexico
LXW,LANEXANG,Laos
LXX,LIBYANEXPRESS,Libya
LYA,LIBYAN AIR AMBULANCE,Libya
LYB,HIGHLANDS,Papua New Guinea
LYC,LYNDEN,United States
LYD,LYDDAIR,United Kingdom
LYF,LITHUANIAN AIRFORCE,Lithuania
LYH,HELIGUYANE,France
LYM,KEY LIME,United States
LYN,ALTYN AVIA,Kyrgyzstan
LYX,MALTA CAT,Malta
LZA,AEROLANZA,Spain
LZB,FLYING BULGARIA,Bulgaria
LZF,SKYLEASE,Portugal
MAA,MAS CARGA,Mexico
MAB,MAPPING,Denmark
MAC,ARABIA MAROC,Morocco
MAD,MALONE,United States
MAE,MALI AIREXPRESS,Austria
MAG,MAGMA,Italy
MAJ,ME TACK,Japan
MAK,MAKLEE,United States
MAL,MORNINGSTAR,Canada
MAN,MANNION,United States
MAO,MAYO,United States
MAP,ALTJETS,Venezuela
MAQ,MAC AVIATION,Spain
MAR,HELLASMED,Greece
MAS,MALAYSIAN,Malaysia
MAT,MAINE-AV,United States
MAU,AIRMAURITIUS,Mauritius
MAV,SEA WING,Maldives
MAW,MUSTIQUE,Saint Vincent
MAX,MAX AVIATION,Canada
MAY,BLUE MED,Malta
MBA,AVAG AIR,Austria
MBC,MABECO,Angola
MBE,MARTIN,United Kingdom
MBF,MABE FLIGHTS,Spain
MBG,CHALGROVE,United Kingdom
MBK,MATBLACK,Canada
MBO,AEROBEL,Belarus
MBR,BRAZILIAN NAVY,Brazil
MBS,MBACHI AIR,Malawi
MBT,MANITOBA,Canada
MBU,MARABU,Estonia
MCA,COASTAL CLIPPER,Malta
MCB,MISSINIPPI,Canada
MCC,DISCOVERY,South Africa
MCD,AIR MED,United Kingdom
MCE,MARSHALL,United Kingdom
MCK,MAVERICK,Germany
MCL,MEDIC,United Kingdom
MCM,HELI AIR,Monaco
MCO,MARCOS,Mexico
MCP,MARCOPOLO,Afghanistan
MCS,CARMEX,Mexico
MCT,TRANS CORTES,Mexico
MCV,MTC AVIACION,Mexico
MCW,MACHINE WORKS,Central African Republic
MCX,MAURICARGO,Mauritania
MCY,MERCY,South Africa
MDA,MANDARIN,China
MDB,MARIANAS,United States
MDE,MAURI-TRANS,Mauritania
MDF,MED-FREIGHT,Greece
MDG,AIR MADAGASCAR,Madagascar
MDI,MEDOPS,United Kingdom
MDK,MADIKWE,South Africa
MDM,MEDAVIA,Malta
MDN,MACDAN,San Marino
MDO,KUDA,Malta
MDR,AEROPLANOS,Mexico
MDS,MID-SOUTH,United States
MDT,MIDNIGHT,Norway
MDW,MEDWING,Malta
MDX,MEDAIR,South Africa
MEA,CEDAR JET,Lebanon
MEC,MERCAIR,United States
MEF,EMPENNAGE,Nigeria
MEI,AVALON,United States
MEJ,MEDJET,United States
MEK,MED-TRANS,United States
MEL,MEGA AIR,Brazil
MEM,MERIDIAN CHERRY,Ukraine
MEN,RAHAL,Bahrain
MER,METHOW,United States
MES,MESABA,United States
MET,METMAN,United Kingdom
MEV,MED-VIEW,Nigeria
MFA,SEAHORSE,United Kingdom
MFB,MOUNTAINHELI,Switzerland
MFC,EAST WIND,Canada
MFD,FREIGHT DOG,United States
MFG,MID AFRICA,Gambia
MFJ,SEGURO,Mozambique
MFL,MCFLY,Mexico
MFR,MIDLINE FREIGHT,United States
MFT,YORKAIR,United Kingdom
MFX,WHITEBIRD,Uzbekistan
MFY,MEDIFLY MEX,Mexico
MGA,MAG AVIACION,Spain
MGB,MOCKINGBIRD,United Kingdom
MGC,MONGOLIA CARGO,Mongolia
MGD,MIAMI AIR,United States
MGE,MAGELLAN,United States
MGF,FOGLIA,Malta
MGG,ELMAGAL,Sudan
MGH,MAVI,Turkey
MGI,MARGHI,Nigeria
MGL,MONGOL AIR,Mongolia
MGM,AERO EMM-GEE-EMM,Mexico
MGO,MANGO,Spain
MGP,MAGPIE,Bangladesh
MGT,MIGHTYVAN,France
MGW,GREAT MONGOLIAN,Mongolia
MGX,MONTAIR,Montenegro
MGY,MADAGASCAR AIRLINES,Madagascar
MHA,MOUNTAIN HIGH,United States
MHC,AERO JOMACHA,Mexico
MHD,YAS AIR,Iran
MHF,AIR MARITIME,United States
MHH,MOUNTHILL,Nigeria
MHK,AL-NASER,Iraq
MHL,HASSIMAIR,Nigeria
MHN,MANHATTAN,United Kingdom
MHO,MAHALO,United States
MHQ,HELICARE,Finland
MHR,AIR SHIRAZ,Iran
MHS,AIR MEMPHIS,Egypt
MHU,MEMPHIS UGANDA,Uganda
MHV,SNOWCAP,Germany
MIA,MAURIA,Mauritania
MIC,MINT AIRWAYS,Spain
MID,MIDCOAST,United States
MIE,AEROPREMIER,Mexico
MIG,MIG AVIA,Russia
MIH,MASSYLINE,Niger
MIM,MILLESIME,France
MIR,AEROMIR,Mexico
MIS,ARTEMIS,United Kingdom
MIT,MATCO,United States
MIZ,MILAZ,Mexico
MJA,MAJARA,Sudan
MJC,AIR MANDA,China
MJE,EMJET,United Arab Emirates
MJF,EM-EXPRESS,Austria
MJI,MAJESTIC JET,United States
MJJ,SPEEDY,Thailand
MJN,MAJAN,Oman
MJP,AIR MAJORO,Peru
MJR,MAJOR,United States
MJS,JET SAVER,United States
MJT,MADJET,Portugal
MKA,MOKA AIR,Yemen
MKB,GREENTAIL,Botswana
MKG,MEKONG,Vietnam
MKL,MCCALL,United States
MKR,AIR LANME,Cambodia
MKT,LASYITA,Indonesia
MKU,MOKU,United States
MLA,MILE-AIR,United States
MLB,MANAF,Burundi
MLD,AIR MOLDOVA,Moldova
MLE,MOLDAERO,Moldova
MLH,SOUTH WIND,Malta
MLI,DEMAIS,Brazil
MLK,NIGERJET,Nigeria
MLL,MALLORCA,Spain
MLM,LUXMALTA,Malta
MLN,MILLENNIUM,United States
MLO,MILENIO,Mexico
MLS,MALL-AIRWAYS,United States
MLT,MALETH,Malta
MLU,MALI LOSINJ,Croatia
MLV,MULTI VALLE,Mexico
MLX,MALAWI EXPRESS,Malawi
MMA,MYANMAR,Myanmar
MMD,MERMAID,Denmark
MME,MAJESTIC AIR,South Africa
MMF,MULTI,Netherlands
MMG,RUTA MAYA,Guatemala
MMH,NIGHT RIDER,United States
MMI,ITALIAN NAVY,Italy
MMJ,MACAUJET,China
MML,TRANS MONGOLIA,Mongolia
MMM,AVIAMERIDIAN,Russia
MMN,MINUTEMAN,United States
MMO,MALIT,Malta
MMU,SKY TOUR,United States
MMY,MARMOT,United States
MMZ,EUROATLANTIC,Portugal
MNB,BLACK SEA,Turkey
MND,CUGAT,Spain
MNE,MOUNT EAGLE,Montenegro
MNG,AERO MONGOLIA,Mongolia
MNH,MONARCH AIR,United States
MNJ,MENAJET,Lebanon
MNM,MANASIK,Saudi Arabia
MNO,TULCA,South Africa
MNS,MEDSKY,Libya
MNT,MONTSERRAT,United Kingdom
MNU,MAINER,United States
MNV,NAVALE,Mauritania
MNX,MANX,United Kingdom
MNY,MOONEY FLIGHT,United States
MOC,AEROMARAT,Mexico
MOD,MONDEGO,Portugal
MOG,FELIX,United Kingdom
MOL,TAXI MOREL,Mexico
MOM,RUSALT,Russia
MON,MONARCH,United Kingdom
MOP,PUBLICITARIA,Angola
MOR,AEROMORELIA,Mexico
MOT,MOTAHIDA,Libya
MOV,MOV AIR,Russia
MOW,MOHAWK AIR,United States
MOZ,MOZART,Austria
MPA,MID PAC,United States
MPD,RED COMET,Spain
MPH,MARTINAIR,Netherlands
MPO,AMPARO,Mexico
MPR,HONEY BEE,Nigeria
MQT,MUSKETEER,France
MRA,MARTEX,United States
MRC,MARTRANS,United States
MRD,MERIDIAN,United States
MRE,MED RESCUE,Namibia
MRF,MAUR-FRET,Mauritania
MRH,MARHAM,United Kingdom
MRJ,MERAJ AIRLINE,Iran
MRK,MARKAIR,United States
MRN,MARIANNE,France
MRO,MORRISON,United States
MRP,ABAS,Czech Republic
MRR,MARINER,United States
MRT,MIKE ROMEO,Mauritania
MRV,XENA,Ukraine
MRX,SPEEDMARK,United States
